,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,2e+48,5446,1345,245,7,8,667,328,798,0.18287373004354138,0.27184466019417475,0.40648967551622417
1,3e+48,6427,783,257,5,67,714,210,381,0.3071512309495897,0.25119846596356665,0.3629787234042553
2,4e+48,7074,356,244,2,319,586,99,164,0.48330058939096265,0.21372719374456994,0.3507925568573398
3,5e+48,7433,102,211,1,560,435,42,60,0.6751592356687898,0.1756420878210439,0.3689776733254994
4,6e+48,7543,37,168,0,776,289,15,16,0.8442211055276382,0.1362530413625304,0.379047619047619
5,7e+48,7574,15,142,0,909,192,5,7,0.922077922077922,0.11423974255832663,0.4265927977839335
