,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
5,[2.5e-06 5.0e-02],6052,871,483,14,0,433,332,659,0.334005376344086,0.5344086021505376,0.5329512893982808
6,[2.5e-06 1.0e-01],6071,871,517,20,0,404,327,634,0.35847797062750336,0.5706695005313497,0.5402091597547782
10,[5.e-06 5.e-02],7550,34,569,9,11,580,88,3,0.8639760837070254,0.49443969204448246,0.5214341387373344
11,[5.e-06 1.e-01],7553,31,569,9,19,576,84,3,0.869172932330827,0.4927536231884058,0.5227987421383647
