,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,1e-08,3194,1226,683,21,0,165,400,3155,0.16529701807936134,0.810126582278481,0.7538053097345133
1,5e-08,5993,678,772,26,30,111,335,899,0.3927165354330709,0.8498402555910544,0.7203119461183978
2,1e-07,6861,434,674,17,145,154,275,284,0.5528,0.697979797979798,0.6800870511425462
