,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
1,[1.e-06 1.e-01],4105,1687,356,15,0,537,355,1789,0.14751491053677931,0.40859030837004406,0.5307026798902722
5,[2.5e-06 5.0e-02],6050,871,498,18,0,434,316,657,0.3465413028878442,0.5431578947368421,0.5329277022190408
6,[2.5e-06 1.0e-01],6083,855,559,22,0,385,304,636,0.3819855358316897,0.6014492753623188,0.5508873596522998
10,[5.e-06 5.e-02],7550,35,565,9,3,593,87,2,0.8657616892911011,0.4905982905982906,0.5135553834237025
11,[5.e-06 1.e-01],7553,32,571,9,15,577,85,2,0.8695652173913043,0.4948805460750853,0.5227272727272727
