,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
6,[2.5e-06 2.0e+48],6329,879,437,11,9,543,259,377,0.4132841328413284,0.448,0.432561851556265
12,[5.e-06 2.e+48],7544,42,553,7,15,595,85,3,0.8641975308641975,0.47863247863247865,0.5042801556420233
