,Param Level,Precision,Recall,FPR,Fbeta
245,[3.0e-06 5.0e-07 2.0e-06 5.0e-07 1.0e-01 2.5e-01],0.7958477508650519,0.1913477537437604,0.007720492017796388,0.48770144189991516
324,[3.0e-06 4.0e-07 2.0e-06 5.0e-07 1.5e-01 2.5e-01],0.8007662835249042,0.17315658657829328,0.006808956396490769,0.4642381163927143
325,[3.0e-06 4.5e-07 2.0e-06 5.0e-07 1.5e-01 2.5e-01],0.8007662835249042,0.17315658657829328,0.006808956396490769,0.4642381163927143
326,[3.0e-06 5.0e-07 2.0e-06 5.0e-07 1.5e-01 2.5e-01],0.8007662835249042,0.17315658657829328,0.006808956396490769,0.4642381163927143
252,[3.0e-06 4.0e-07 2.5e-06 5.0e-07 1.0e-01 2.5e-01],0.8057553956834532,0.18604651162790697,0.007068062827225131,0.48359240069084625
253,[3.0e-06 4.5e-07 2.5e-06 5.0e-07 1.0e-01 2.5e-01],0.8057553956834532,0.18604651162790697,0.007068062827225131,0.48359240069084625
254,[3.0e-06 5.0e-07 2.5e-06 5.0e-07 1.0e-01 2.5e-01],0.8057553956834532,0.18604651162790697,0.007068062827225131,0.48359240069084625
414,[3.0e-06 4.0e-07 2.5e-06 5.0e-07 2.0e-01 2.5e-01],0.8071065989847716,0.1306491372226787,0.004982299724662384,0.39650872817955113
415,[3.0e-06 4.5e-07 2.5e-06 5.0e-07 2.0e-01 2.5e-01],0.8071065989847716,0.1306491372226787,0.004982299724662384,0.39650872817955113
416,[3.0e-06 5.0e-07 2.5e-06 5.0e-07 2.0e-01 2.5e-01],0.8071065989847716,0.1306491372226787,0.004982299724662384,0.39650872817955113
405,[3.0e-06 4.0e-07 2.0e-06 5.0e-07 2.0e-01 2.5e-01],0.8080808080808081,0.1314708299096138,0.004982299724662384,0.39820806371329026
406,[3.0e-06 4.5e-07 2.0e-06 5.0e-07 2.0e-01 2.5e-01],0.8080808080808081,0.1314708299096138,0.004982299724662384,0.39820806371329026
