,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,[1.e-06 5.e-02],4019,1834,200,6,0,621,427,1737,0.08691983122362869,0.24909310761789602,0.49119170984455957
1,[1.e-06 1.e-01],4060,1821,229,10,0,582,437,1705,0.10037799244015119,0.2911084043848965,0.4977006688963211
2,[1.0e-06 2.5e-01],4463,2171,265,14,12,715,256,948,0.18813216453135537,0.2773359840954274,0.3394369420920119
3,[1.e-06 5.e-01],5334,1529,169,8,202,701,176,725,0.16419294990723562,0.1638888888888889,0.3258766626360339
4,[1.e-06 1.e+00],6143,971,121,4,536,495,96,478,0.17882689556509299,0.10813148788927336,0.3228637413394919
7,[2.5e-06 2.5e-01],6326,1123,316,14,33,778,121,133,0.565068493150685,0.2892199824715162,0.23501006036217303
8,[2.5e-06 5.0e-01],6799,718,136,7,305,754,53,72,0.5335820895522388,0.11896838602329451,0.15402298850574714
9,[2.5e-06 1.0e+00],7128,414,85,2,667,460,36,52,0.49714285714285716,0.07166392092257001,0.16682554814108674
12,[5.0e-06 2.5e-01],7565,23,283,7,101,845,19,1,0.9354838709677419,0.23462783171521034,0.2631578947368421
13,[5.e-06 5.e-01],7576,19,77,1,422,747,2,0,0.975,0.06255012028869286,0.09456264775413711
14,[5.e-06 1.e+00],7586,10,45,0,784,418,1,0,0.9782608695652174,0.03608660785886127,0.0970464135021097
15,[7.5e-06 5.0e-02],7578,13,395,5,530,312,11,0,0.9732360097323601,0.322061191626409,0.5584239130434783
16,[7.5e-06 1.0e-01],7578,13,391,5,533,313,11,0,0.972972972972973,0.3188405797101449,0.5552523874488404
17,[7.5e-06 2.5e-01],7582,10,224,4,566,453,5,0,0.9785407725321889,0.18283881315156375,0.33477011494252873
18,[7.5e-06 5.0e-01],7589,7,38,0,719,490,1,0,0.9743589743589743,0.030473135525260625,0.07276119402985075
19,[7.5e-06 1.0e+00],7593,3,29,0,953,266,0,0,1.0,0.023237179487179488,0.09731543624161074
