,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,5,55,2089,579,17,5,289,375,5435,0.09303777708398377,0.6696629213483146,0.7292805100182149
1,10,132,1973,684,20,8,216,340,5471,0.10805832693783576,0.7586206896551724,0.7485064338235294
2,20,489,2805,723,25,23,201,301,4277,0.14044310927525347,0.7695473251028807,0.6392222755640903
3,30,2870,2324,632,13,151,225,240,2389,0.19700671960904093,0.6317335945151812,0.5622531341233041
4,40,4653,1566,522,10,317,193,216,1367,0.2515366430260047,0.510556621880998,0.5459473412493546
