,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,[1.e-06 1.e+47],4448,2130,322,8,23,664,239,1010,0.20899303356554783,0.32448377581120946,0.36107935056025614
1,[1.e-06 3.e+47],5042,1919,417,11,32,657,142,624,0.35845896147403683,0.38316920322291853,0.316710875331565
2,[1.e-06 5.e+47],5921,1353,442,8,64,650,92,314,0.5257009345794392,0.3865979381443299,0.2994053864987758
3,[1.e-06 7.e+47],6602,818,408,6,147,616,77,170,0.6263237518910741,0.3517417162276975,0.31551312649164676
4,[1.e-06 1.e+48],7164,370,338,3,339,534,37,59,0.7803203661327232,0.2808896210873147,0.32587621178225207
5,[2.5e-06 1.0e+47],6213,1035,461,10,24,603,160,338,0.48606811145510836,0.42896174863387976,0.3716915995397008
6,[2.5e-06 3.0e+47],6353,1008,479,10,34,624,111,225,0.5927272727272728,0.42632955536181344,0.33577533577533575
7,[2.5e-06 5.0e+47],6687,775,461,8,71,636,80,126,0.6948148148148148,0.39880952380952384,0.32358581016299137
8,[2.5e-06 7.0e+47],7033,473,412,6,154,614,68,84,0.7333333333333333,0.3524451939291737,0.343995171997586
9,[2.5e-06 1.0e+48],7365,205,339,3,346,529,34,23,0.8571428571428571,0.2810188989317995,0.35216240070609
11,[5.e-06 3.e+47],7562,29,471,5,86,647,44,0,0.9153846153846154,0.3937138130686518,0.43478260869565216
12,[5.e-06 5.e+47],7567,25,447,4,139,623,39,0,0.9204081632653062,0.37180544105523494,0.4305799648506151
13,[5.e-06 7.e+47],7574,18,406,4,220,588,34,0,0.9234234234234234,0.3366174055829228,0.4228571428571429
14,[5.e-06 1.e+48],7580,13,329,3,395,502,22,0,0.9378531073446328,0.2701383238405207,0.40736478711162255
15,[7.5e-06 1.0e+47],7586,7,359,3,545,337,7,0,0.981029810298103,0.2909967845659164,0.517531556802244
16,[7.5e-06 3.0e+47],7586,7,353,3,550,338,7,0,0.9807162534435262,0.2861736334405145,0.5127118644067796
17,[7.5e-06 5.0e+47],7586,7,341,3,564,336,7,0,0.98005698005698,0.2765273311897106,0.5057636887608069
18,[7.5e-06 7.0e+47],7586,7,327,3,586,328,7,0,0.9792284866468842,0.2652733118971061,0.5014880952380952
19,[7.5e-06 1.0e+48],7586,7,284,3,645,313,6,0,0.9795221843003413,0.23052208835341365,0.47797716150081565
