,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,1e-08,2437,1571,637,19,0,217,394,3569,0.14202208270188352,0.7514318442153494,0.7209302325581395
1,5e-08,5208,971,778,29,6,122,342,1388,0.31809223492313754,0.8631016042780749,0.6988980716253443
2,1e-07,6315,679,741,19,45,168,294,583,0.46426389737324375,0.7810894141829393,0.6590177133655395
