,Param Combo,TN,TN_canc,TP,TP_noc5_obs,FN,FN_canc,FP_c5_noobs,FP_noc5_noobs,Precision,Recall,Trigger-to-Launch
0,5e-07,4218,1652,595,19,2,372,279,1707,0.23615384615384616,0.6214574898785425,0.5622837370242214
1,7e-07,4952,1387,616,20,3,337,292,1237,0.2937644341801386,0.6516393442622951,0.5566983800462844
2,1e-06,5732,1075,648,24,10,309,281,765,0.3911525029103609,0.6781029263370333,0.5538362346872985
3,1.5e-06,6527,688,649,19,35,323,241,362,0.5255704169944925,0.6510721247563352,0.5569675723049956
4,2e-06,6943,461,626,15,77,337,208,177,0.6247563352826511,0.6075829383886255,0.5625
5,2.5e-06,7214,288,592,11,133,368,155,83,0.7170035671819263,0.5461956521739131,0.5617902471609887
6,3e-06,7380,170,550,10,194,398,106,36,0.7977207977207977,0.4861111111111111,0.552755905511811
